Company_ID,Company_Name,Established_Year,Company_Status,Ceased_Date,Ceased_Date_Year,Sector,SubSector,Stage,HQ_Country,Top 5 common words ,Total_Raised,Company_Age,Number of Employees,Funds Round,Management_Members,Bord_Members,Angel_?,Num_Sentences,Polarity_Scores,positive_negative_neutral,Email,isActive
5c4f1fcc-e6ea-eb11-b80b-00505695cd29,BlockHosts,2018,Active Private,,,Communications,Mobile Applications,R&D,United Kingdom,"['hospitality', 'BlockHosts', 'decentralized', 'smart', 'consumers']",0.179,5,5,2,2,1,0,3,-0.0258,-1,,1
6b6d45d6-7bc4-ec11-b80e-00505695cd29,BlocksOfTime,2021,Active Private,,,Internet,Internet Applications,Seed,Israel,"['decentralized', 'history', 'BlocksOfTime', 'app', 'allows']",0,2,5,0,2,0,0,2,0.4019,1,,1
d40a97a9-47ce-e111-b9b4-00155d32a408,BlueStarter,2011,Ceased,Q1/2014,2014,Internet,Content Delivery Platforms,Seed,Israel,"['BlueStarter', 'Israeli', 'startups', 'investors', 'funding']",0,3,10,0,2,0,0,4,0.9501,1,,0
246065ce-da08-e311-924b-00237de91982,Buy My Startup,2013,Ceased,Q4/2016,2016,Internet,Internet Applications,Seed,Israel,"['Buy', 'Startup', 'online', 'marketplace', 'buying']",0,3,3,0,1,0,0,1,0,0,,0
39ab3914-207a-e111-ac59-00155d32a403,byDway,2008,Ceased,Q3/2010,2010,Internet,e-Commerce,Seed,Israel,"['byDway', 'developing', 'innovative', 'online', 'marketplace']",0,2,2,0,2,0,0,1,0.5574,1,,0
64ce9f7c-2e1c-e611-bd22-80c16e7d3630,ByPal,2015,Active Private,,,Internet,Social Networks,R&D,Israel,"['ByPal', 'business', 'people', 'user', 'innovative']",6.5,8,3,1.5,2,0,0,3,0.9571,1,info@bypal.co,1
7ea3acaa-bac4-e911-8106-0050569a1018,Candela Tech,2019,Ceased,Q3/2020,2020,Communications,Mobile Applications,Seed,Israel,"['Candela', 'Saas', 'solution', 'generates', 'personalized']",0,1,5,0,2,0,0,1,0.3182,1,,0
580c251f-bad9-e711-80dd-00155d0b832c,Cedex,2017,Ceased,Q1/2020,2020,IT & Enterprise Software,Business Analytics,Initial Revenues,Israel,"['diamond', 'CEDEX', 'diamonds', 'value', 'industry']",20,6,15,0,5,0,0,6,0.9879,1,,0
c0c2f741-8f3a-e911-80fd-0050569a1018,Certora,2017,Active Private,,,IT & Enterprise Software,Security,Initial Revenues,Israel,"['security', 'platform', 'technology', 'smart', 'Certora']",43.2,6,60,2,5,1,0,2,0.9613,1,,1
1cf5f197-9a2c-e611-bd22-80c16e7d3630,ChainLab,2016,Ceased,Q1/2017,2017,IT & Enterprise Software,Business Analytics,R&D,Israel,"['DAO', 'ChainLab', 'blockchain', 'users', 'companies']",0,1,5,1,3,0,0,5,0.9423,1,,0
fe9a410e-207a-e111-ac59-00155d32a403,CheckM8,2000,Ceased,Q4/2018,2018,Internet,Online Advertising,Initial Revenues,United States,"['ad', 'CheckM8', 'platforms', 'empowers', 'digital']",7,18,27,5,15,1,0,1,0.25,1,,0
a5770dca-8e62-e411-b8a5-80c16e7d3630,ChromaWay,2014,Active Private,,,Internet,e-Commerce,Initial Revenues,Sweden,"['ChromaWay', 'blockchain', 'smart', 'founded', 'early']",10,9,83,2,8,10,0,4,0.886,1,,1
019c1e7a-8feb-ea11-810a-0050569a1018,Cleat,2016,Ceased, Q2/2017,2017,Internet,Social Networks,Seed,Israel,"['player', 'Cleat', 'football', 'online', 'marketplace']",0,1,5,0,1,0,0,2,0.9131,1,,0
b2211925-7137-e611-bd22-80c16e7d3630,ClinicRent,2014,Ceased,Q1/2018,2018,Life Sciences,Digital Health,R&D,Israel,"['ClinicRent', 'clinic', 'shared', 'economy', 'long']",6.5,4,3,1.5,2,0,0,3,0.9211,1,,0
0f8ddd94-5fe5-e711-80df-00155d0b832c,ConnectJob,2017,Ceased,Q2/2018,2018,IT & Enterprise Software,Business Analytics,R&D,Gibraltar,"['services', 'users', 'ConnectJob', 'platform', 'offering']",10.4,1,25,0,9,0,0,3,0.8658,1,,0
98a853ff-b868-e811-80e4-00155d0b832c,CoTrader,2017,Active Private,,,IT & Enterprise Software,Business Analytics,Seed,United States,"['funds', 'CoTrader', 'financial', 'protocol', 'smart']",6.5,6,30,1.5,4,0,0,5,0.845,1,team@cotrader.com,1
8b137b26-42b6-e211-b59d-00155d32a40a,CurrencyTransfer,2010,Active Private,,,IT & Enterprise Software,Business Analytics,Initial Revenues,United Kingdom,"['CurrencyTransfer', 'online', 'marketplace', 'matching', 'clients']",2,13,30,1,11,2,0,1,0.1779,1,,1
45484580-3b78-e711-80d7-00155d0b832c,Cyabra,2018,Active Private,,,Internet,Online Advertising,Initial Revenues,Israel,"['Cyabra', 'intelligence', 'data', 'fake', 'company']",8.6,5,46,3,7,6,0,5,-0.9744,-1,,1
255eaa4f-58de-e711-80df-00155d0b832c,Daostack,2016,Ceased,Q1/2021,2021,IT & Enterprise Software,Miscellaneous Software,R&D,Israel,"['blockchain', 'web', 'DAOstack', 'new', 'DAO']",6.5,5,5,1,5,0,0,10,0.9796,1,,0
97049ec4-55e2-e611-80cd-00155d0b832b,DSM Tool,2016,Active Private,,,Internet,e-Commerce,Initial Revenues,Israel,"['marketplace', 'drop', 'shipping', 'process', 'online']",6.5,7,10,1.5,2,0,0,5,0.6705,1,info@dsmtool.com,1
818b4908-207a-e111-ac59-00155d32a403,e-base Ltd.,2000,Ceased,Q1/2003,2003,IT & Enterprise Software,Enterprise Applications,,Israel,"['platform', 'content', 'e', 'Base', 'developed']",0,3,10,1,4,2,0,2,0.7579,1,,0
84cb77de-1f7a-e111-ac59-00155d32a403,eBIZ.mobility,2003,Ceased,Q4/2009,2009,IT & Enterprise Software,Miscellaneous Software,Initial Revenues,Israel,"['eBIZ.mobility', 'content', 'Payment', 'enabled', 'consumers']",2.6,6,20,3,3,0,0,4,0.5859,1,,0
c64852fc-1f7a-e111-ac59-00155d32a403,e-Mana Inc.,2000,Ceased,Q1/2002,2002,IT & Enterprise Software,Enterprise Applications,,Israel,"['e', 'enabled', 'services', 'Mana', 'provided']",0,2,n/a,0,0,0,0,2,0.5719,1,,0
4608df27-daa0-e611-9113-80c16e7d3630,ePlane,2016,Active Private,,,Internet,e-Commerce,Initial Revenues,Cyprus,"['time', 'ePlane', 'online', 'connect', 'sourcing']",16.5,7,45,2,10,1,0,5,0.0276,1,,1
f3c967ea-1f7a-e111-ac59-00155d32a403,eSynergy,1999,Ceased,Q4/2002,2002,Internet,Search Engines,,Israel,"['search', 'E', 'Synergy', 'hub', 'unique']",1,3,n/a,1,0,0,0,3,0.8268,1,,0
80c967ea-1f7a-e111-ac59-00155d32a403,Euro-Dream.com Ltd.,1999,Ceased,Q3/2001,2001,Internet,Online Entertainment,,Israel,"['sports', 'company', 'computer', 'Euro-Dream.com', 'traded']",2.35,2,n/a,3,5,0,0,2,0.6361,1,,0
ac33f879-a36c-e311-9814-80c16e7d3632,Famuza,2013,Ceased,Q4/2015,2015,Internet,Internet Applications,Seed,Israel,"['Famuza', 'developing', 'online', 'marketplace', 'brings']",0.25,2,3,1,2,0,0,1,0.9055,1,,0
3ec6d9da-f1bf-e411-b67a-80c16e7d3630,Fillip,2014,Active Private,,,Internet,Online Advertising,Initial Revenues,Israel,"['crowd', 'position', 'Fillip', 'market', 'place']",6.5,9,10,1.5,4,0,0,1,0.9062,1,info@fillip.co,1
36377741-0860-ed11-b810-00505695cd29,ForDeFI,2021,Active Private,,,Internet,Internet Applications,R&D,United States,"['MPC', 'Fordefi', 'wallet', 'platform', 'DeFi']",18,2,20,1,4,0,0,2,0.7269,1,,1
8e6415b5-bdf1-e111-a13f-00155d32a408,Freightos,2012,Active Private,,,IT & Enterprise Software,Enterprise Applications,Revenue Growth,Israel,"['Freightos', 'online', 'marketplace', 'international', 'sea']",92.3,11,240,6,14,5,1,2,0,0,,1
ec1a1eb6-5e43-ea11-8107-0050569a1018,Genuit,2019,Ceased,Q1/2020,2020,Internet,e-Commerce,Seed,Israel,"['service', 'Genuit', 'provides', 'digital', 'authenticity']",0,1,5,0,2,0,0,2,0.9201,1,,0
cf4107ce-935f-e611-893a-80c16e7d3630,GiirBox,2015,Active Private,,,Communications,Mobile Applications,Initial Revenues,United States,"['market', 'GiirBox', 'world', 'online', 'mobile']",6.5,8,3,1.5,2,1,0,5,0.9643,1,support@giirbox.com,1
8db42626-207a-e111-ac59-00155d32a403,Giraffic,2008,Active Private,,,IT & Enterprise Software,Enterprise Infrastructure,Initial Revenues,Israel,"['storage', 'technology', 'AVA', 'video', 'devices']",7.3,15,15,3,12,11,0,7,0.9702,1,,1
be4852fc-1f7a-e111-ac59-00155d32a403,GoRefer.com,1999,Ceased,Q3/2001,2001,Internet,e-Commerce,R&D,United States,"['goRefer.com', 'Members', 'cash', 'Internet', 'business']",10,2,30,1,2,0,0,6,0.8689,1,,0
73105d0e-83e5-e711-80df-00155d0b832c,Greeneum,2017,Active Private,,,Cleantech,Energy,Initial Revenues,Israel,"['energy', 'Greeneum', 'renewable', 'market', 'platform']",6.5,6,6,1.5,3,0,0,6,0.9846,1,info@greeneum.net,1
e99c7aa9-9d85-e811-80f7-0050569a1018,Haystack Magic,2017,Active Private,,,Communications,Mobile Applications,R&D,Canada,"['IoT', 'enables', 'physical', 'mobile', 'Haystack']",6.5,6,5,1,3,0,0,2,0.8402,1,contact@haystackmagic.com,1
d04abb05-b794-e811-80f7-0050569a1018,HeartChain,2018,Active Private,,,Internet,Content Delivery Platforms,R&D,Gibraltar,"['HeartChain', 'life', 'science', 'stage', 'HCT']",6.5,5,12,1.5,5,3,1,5,0.9246,1,asherholzer@heartchain.com,1
ef949dc0-1f7a-e111-ac59-00155d32a403,Hi-MEX,2007,Ceased,Q4/2009,2009,Communications,Telecom Applications,Initial Revenues,Israel,"['concept', 'IVR', 'Hi', 'MEX', 'developing']",0,2,5,0,2,0,0,5,0.8957,1,,0
eac73b04-ba37-e611-bd22-80c16e7d3630,HopIt,2015,Active Private,,,Internet,Content Delivery Platforms,R&D,Israel,"['HopIt', 'knowledge', 'person', 'Know', 'developing']",6.5,8,8,1.5,4,0,0,4,0.7096,1,ran@know-now.net,1
0ed4cb3e-06f2-e311-b941-80c16e7d3630,i-Class,2014,Ceased,Q4/2016,2016,Internet,E-Learning,Initial Revenues,Israel,"['Class', 'business', 'model', 'win', 'partners']",0,2,10,0,3,1,0,4,0.8658,1,,0
2f6235c3-2b1b-e511-b692-080027005cc8,impacX,2015,Active Public,,,Cleantech,Water Technologies,Initial Revenues,Israel,"['company', 'end', 'smart', 'personalized', 'impacX']",11.004,8,23,4,9,5,0,2,0.9618,1,,1
4eca67ea-1f7a-e111-ac59-00155d32a403,Interactive Video Audio System (IVAS),2000,Ceased,Q4/2002,2002,Internet,Content Delivery Platforms,,Israel,"['IVAS', 'audio', 'user', 'web', 'developed']",0,2,n/a,1,0,0,0,5,0.4588,1,,0
968b4908-207a-e111-ac59-00155d32a403,Intercast,2006,Ceased,Q1/2009,2009,Internet,Content Delivery Platforms,R&D,Israel,"['content', 'delivery', 'Intercast', 'built', 'Networks']",12,3,13,2,6,1,2,2,0.6249,1,,0
a4deec56-9b6c-e811-80e4-00155d0b832c,iOlite,2017,Active Private,,,IT & Enterprise Software,Design & Development Tools,Seed,Estonia,"['programming', 'language', 'iOlite', 'blockchain', 'languages']",6.5,6,12,1.5,2,0,0,8,0.9349,1,,1
f07efd41-d864-ed11-b811-00505695cd29,IOriver,2022,Active Private,,,Internet,Internet Applications,R&D,Israel,"['IOriver', 'develops', 'platform', 'makes', 'internet']",0,1,5,1,2,5,0,1,0.34,1,,1
f4de9eec-de2e-e511-a24c-80c16e7d3630,Jam Jem,2015,Ceased,Q3/2016,2016,Internet,Internet Applications,Seed,Israel,"['music', 'platform', 'place', 'creation', 'Jam']",0,1,3,0,1,0,0,2,0.8689,1,,0
bd26bce7-af6c-e811-80e4-00155d0b832c,KidiCoin,2017,Ceased,Q1/2018,2018,IT & Enterprise Software,Business Analytics,Seed,Israel,"['platform', 'kids', 'KidiCoin', 'payment', 'based']",0,1,5,0,1,0,0,2,0.9325,1,,0
91828dcc-1f7a-e111-ac59-00155d32a403,Kitely,2008,Active Private,,,Internet,Internet Applications,Initial Revenues,Israel,"['Kitely', 'enables', 'users', 'virtual', 'worlds']",6.5,15,5,1.5,2,0,0,1,0.6908,1,contact@kitely.com,1
ccca77de-1f7a-e111-ac59-00155d32a403,Koolanoo,2007,Ceased,Q1/2011,2011,Internet,Internet Applications,Initial Revenues,China,"['China', 'leading', 'Chinese', 'Internet', ':']",34,4,120,3,4,3,0,3,0,0,,0
2c291d6c-07e3-e711-80df-00155d0b832c,LeadCoin,2017,Ceased,Q2/2020,2020,IT & Enterprise Software,Business Analytics,R&D,Israel,"['LeadCoin', 'leads', 'businesses', 'consumers', 'buy']",50,6,18,0,3,1,0,5,0.9723,1,,0
d1dc06e0-9d01-e811-80e1-00155d0b8329,Logo Is Us,2017,Active Private,,,Internet,e-Commerce,Initial Revenues,Israel,"['Logo', 'logo', 'design', 'online', 'marketplace']",6.5,6,4,1.5,5,0,0,5,0.8316,1,info@logoisus.com,1
968d0ce9-39ad-e911-8106-0050569a1018,Low2No,2019,Ceased,Q4/2019,2019,Life Sciences,Biotechnology,Seed,Israel,"['Low2No', 'solution', 'biggest', 'challenges', 'food']",0,1,5,0,3,0,0,1,0.5106,1,,0
9ab8f92c-4c57-e711-80d7-00155d0b832c,LunchBox,2016,Ceased,Q4/2017,2017,Internet,e-Commerce,Seed,Israel,"['homemade', 'food', 'LunchBox', 'online', 'marketplace']",0,1,5,0,3,0,0,2,0.8658,1,,0
8d456d9c-2dc8-e211-b59d-00155d32a40a,MagixLab,2013,Ceased,Q1/2015,2015,Internet,Social Networks,Seed,Israel,"['10beats', 'music', 'musicians', 'services', 'online']",0,2,1,0,1,0,0,3,0,0,,0
79c7c46c-6f49-e411-b8a5-80c16e7d3630,Makeree,2014,Active Private,,,Internet,E-Learning,Initial Revenues,Israel,"['Makeree', 'interactive', 'real', 'creating', 'new']",1.1,9,9,2,4,7,0,2,0.875,1,,1
38a26fa4-1d00-ed11-b80e-00505695cd29,ManuFuture,2020,Active Private,,,Internet,Internet Applications,Initial Revenues,Israel,"['manufacturing', 'end', 'ManuFuture', 'disruptive', 'B2B']",0,3,13,1,5,0,0,2,0.3818,1,,1
2bdb517f-87d5-e511-bd22-80c16e7d3630,MarketSquare,2016,Ceased,Q2/2018,2018,Internet,e-Commerce,R&D,Israel,"['platform', 'online', 'provide', 'costs', 'MarketSquare']",0.02,2,5,1,3,0,0,3,-0.25,-1,,0
38ba55df-4ae1-e611-80cd-00155d0b832b,Matchpool,2017,Ceased,Q4/2019,2019,Internet,Social Networks,R&D,Israel,"['Matchpool', 'platform', 'decentralized', 'matchmaking', 'protocol']",5.8,2,12,0,7,0,0,4,0.9468,1,,0
b26e1138-207a-e111-ac59-00155d32a403,Matomy Money,2009,Ceased,Q4/2014,2014,IT & Enterprise Software,Enterprise Applications,Initial Revenues,Israel,"['Matomy', 'Money', 'online', 'provider', 'alternative']",1,5,8,1,9,1,0,2,0.5423,1,,0
76d77fd8-1f7a-e111-ac59-00155d32a403,Mehuma,2005,Ceased,Q4/2006,2006,Internet,Internet Applications,Seed,Israel,"['graph', 'views', 'content', 'Mehuma', 'aimed']",0,1,5,0,4,0,0,1,0.3818,1,,0
079c410e-207a-e111-ac59-00155d32a403,MI Sport,2004,Ceased,Q4/2009,2009,IT & Enterprise Software,Miscellaneous Software,R&D,United Kingdom,"['offers', 'graphical', 'point', 'MI', 'Sport']",6.5,5,15,1.5,7,0,0,4,0.6124,1,,0
0eda57f6-1f7a-e111-ac59-00155d32a403,Mind Echo,1999,Ceased,Q1/2002,2002,Internet,Content Management,,United States,"['Mind', 'Echo', 'Internet', 'Media', 'company']",1,3,17,1,2,0,0,1,0,0,,0
d81f1732-dcfb-ea11-810b-0050569a1018,Mirage Dynamics,2020,Active Private,,,Internet,Online Advertising,R&D,Israel,"['video', 'ads', 'ad', 'MirageDynamics', 'technology']",0.9,3,5,1,2,3,0,3,0.5859,1,,1
08cc6196-22e3-e711-80df-00155d0b832c,MISI Tech,2016,Active Private,,,Internet,Content Delivery Platforms,Initial Revenues,Spain,"['MISI', 'content', 'major', 'location', 'based']",6.5,7,10,1.5,4,0,0,2,0,0,info@misi-tech.com,1
46b52626-207a-e111-ac59-00155d32a403,MobiSight,2005,Ceased,Q4/2007,2007,Communications,Mobile Applications,Initial Revenues,Israel,"['mobile', 'MobiSight', 'developed', 'advanced', 'applications']",0,2,5,0,1,0,0,2,0.8625,1,,0
d74852fc-1f7a-e111-ac59-00155d32a403,MPCode,2000,Ceased,Q4/2001,2001,Internet,Internet Infrastructure,,Israel,"['surfing', 'sites', 'enables', 'server', 'client']",0,1,35,0,0,0,0,3,0.891,1,,0
3dcc77de-1f7a-e111-ac59-00155d32a403,mPortico,2005,Ceased,Q4/2009,2009,Communications,Mobile Applications,Initial Revenues,Israel,"['mPortico', 'content', 'embedded', 'platform', 'Mobile']",4.1,4,15,2,6,1,1,3,0.8591,1,,0
d531688d-27f6-e311-b941-80c16e7d3630,My Stock News,2013,Active Private,,,Communications,Mobile Applications,Initial Revenues,Israel,"['real', 'time', 'Athena', 'data', 'news']",6.5,10,5,1.5,3,0,0,5,0.8225,1,info@mystocksnews.com,1
b84ff711-fcbd-e111-b9b4-00155d32a408,myMzone,2011,Ceased,Q1/2014,2014,Internet,e-Commerce,R&D,United Kingdom,"['Market', 'markets', 'best', 'local', 'myMzone']",0,3,6,0,3,0,0,3,0.9118,1,,0
23b6a7f3-3284-e411-b8a6-80c16e7d3630,myTQ,2013,Ceased,Q1/2016,2016,IT & Enterprise Software,Business Analytics,R&D,Israel,"['myTQ', 'users', 'sharing', 'economy', 'reputation']",0,3,3,0,2,3,0,4,0.9802,1,,0
6ed36647-49a0-ec11-b80e-00505695cd29,Nas Academy,2020,Active Private,,,Internet,Content Delivery Platforms,Revenue Growth,Singapore,"['Nas', 'Academy', 'provides', 'online', 'classes']",23,3,148,2,5,1,0,1,0.5859,1,,1
93972e20-207a-e111-ac59-00155d32a403,nFrnds,2004,Active Private,,,Communications,Mobile Applications,Initial Revenues,Israel,"['nFrnds', 'mobile', 'platform', 'x000D', 'market']",2.8,19,25,1,8,7,1,14,0.9862,1,,1
4eb64c02-207a-e111-ac59-00155d32a403,NICS (New Internet Clearing Systems) Ltd.,1998,Ceased,Q4/2001,2001,Internet,e-Commerce,,Israel,"['NICS', 'digital', 'content', 'end', 'dedicated']",0,3,n/a,0,0,0,0,3,0.8591,1,,0
55729348-eac6-e811-80f7-0050569a1018,Nitromia,2018,Active Private,,,Internet,Content Management,Initial Revenues,Israel,"['parties', 'Nitromia', 'computation', 'platform', 'influenced']",6.5,5,5,1,4,1,0,2,0.936,1,adam@nitromia.com,1
b8991688-1d19-e311-924b-00237de91982,Objectifiers,2013,Ceased,Q4/2015,2015,Internet,e-Commerce,Seed,Israel,"['objects', 'Objectifiers', 'design', 'customers', 'CAD']",0,2,3,0,2,0,0,3,0.3818,1,,0
eb7d1c37-4643-e911-80fe-0050569a1018,Original Works,2016,Active Private,,,Internet,Internet Applications,R&D,Israel,"['Original', 'Works', 'encodes', 'economics', 'copyright']",6.5,7,7,1.5,4,0,0,1,0.8591,1,social@original.works,1
c32f4257-fab7-e711-80d7-00155d0b832c,Payzday,2017,Active Private,,,Internet,e-Commerce,R&D,Israel,"['Payzday', 'risk', 'data', 'time', 'management']",0.25,6,4,4,5,7,0,8,0.7269,1,,1
32818dcc-1f7a-e111-ac59-00155d32a403,PeerTV,2007,Ceased,Q4/2016,2016,Miscellaneous Technologies,Hardware,Initial Revenues,Israel,"['PeerTV', 'TV', 'video', 'Internet', 'x000D']",7.1,9,30,4,11,9,0,7,0.9677,1,,0
6f7e85d2-1f7a-e111-ac59-00155d32a403,Peribanu,2007,Ceased,Q4/2010,2010,Internet,e-Commerce,R&D,United States,"['Peribanu', 'excess', 'inventory', 'pre', 'owned']",0,3,5,0,3,0,0,3,0.8625,1,,0
f5c867ea-1f7a-e111-ac59-00155d32a403,Personic,2001,Ceased,Q3/2002,2002,Communications,Broadcast,,Israel,"['end', 'personalized', 'content', 'consumers', 'providers']",0,1,2,0,1,0,0,2,0.5809,1,,0
b31fb9ea-97e4-e711-80df-00155d0b832c,Pick A Pier,2018,Active Private,,,Internet,Internet Applications,Initial Revenues,Israel,"['Pick', 'Pier', 'online', 'marina', 'optimization']",0.3,5,10,2,4,2,1,1,0.6369,1,,1
5d07cacb-7305-e311-924b-00237de91982,Picksu,2013,Ceased,Q1/2015,2015,Internet,Internet Applications,R&D,Israel,"['photo', 'Picksu', 'developed', 'B2B2C', 'platform']",0,2,2,1,2,1,0,2,0.9559,1,,0
d4aa3914-207a-e111-ac59-00155d32a403,Pike,2005,Ceased,Q3/2009,2009,IT & Enterprise Software,Miscellaneous Software,R&D,Israel,"['technology', 'BalBox', 'delivered', 'solutions', 'interactive']",0.2,4,10,1,4,1,0,3,0.7351,1,,0
8a6485a0-a1db-ea11-810a-0050569a1018,Precycle,2020,Active Private,,,Cleantech,Environment,R&D,Israel,"['Bottle', 'Recycling', 'Economy', 'Precycle', 'leveraging']",0,3,5,0,3,3,0,2,0.8225,1,,1
1af4666e-d1e8-e411-b68f-080027005cc8,ProgUp,2015,Ceased,Q1/2016,2016,Internet,e-Commerce,Seed,Israel,"['ProgUp', 'develops', 'online', 'marketplace', 'arena']",0,1,3,0,2,0,0,1,0.296,1,,0
edb1ce9b-ed6f-e511-bd22-80c16e7d3630,Quicargo,2015,Active Private,,,Communications,Mobile Applications,Initial Revenues,The Netherlands,"['shippers', 'Quicargo', 'provides', 'online', 'marketplace']",5.5,8,36,3,5,0,0,2,0.5106,1,,1
